type,month,crop,county,section,waterDanger,metalDanger
水果,7,葡萄,苗栗縣,卓蘭鎮,0,-1
水果,7,葡萄,台中市,豐原區,0,-1
水果,7,葡萄,台中市,石岡區,0,-1
水果,7,葡萄,台中市,東勢區,0,-1
水果,7,葡萄,台中市,新社區,0,-1
水果,7,葡萄,彰化縣,員林鎮,0,-1
水果,7,葡萄,彰化縣,埔心鄉,0,-1
水果,7,葡萄,彰化縣,大村鄉,0,-1
水果,7,葡萄,彰化縣,溪湖鎮,0,-1
水果,7,葡萄,南投縣,竹山鎮,0,-1
水果,7,葡萄,南投縣,信義鄉,0,-1
水果,7,葡萄,南投縣,水里鄉,1,-1
水果,7,葡萄,彰化縣,埔心鄉,0,-1
水果,7,葡萄,彰化縣,大村鄉,0,-1
水果,7,溫帶梨,台中市,和平區,0,-1
水果,7,溫帶梨,南投縣,仁愛鄉,0,-1
水果,7,酪梨,台南市,麻豆區,0,-1
水果,7,酪梨,台南市,佳里區,0,-1
水果,7,酪梨,台南市,大內區,0,-1
水果,8,番荔枝,台南市,歸仁區,0,-1
水果,8,番荔枝,台東縣,太麻里鄉,0,-1
水果,8,番荔枝,台東縣,東河鄉,0,-1
水果,8,番荔枝,台東縣,台東市,0,-1
水果,8,番荔枝,台東縣,卑南鄉,0,-1
水果,8,番荔枝,台東縣,台東市,0,-1
水果,8,番荔枝,台東縣,卑南鄉,0,-1
水果,8,番荔枝,台東縣,東河鄉,0,-1
水果,8,番荔枝,台東縣,太麻里鄉,0,-1
水果,8,龍眼,台中市,太平區,0,-1
水果,8,龍眼,台中市,大里區,1,-1
水果,8,龍眼,台中市,霧峰區,0,-1
水果,8,龍眼,南投縣,南投市,0,-1
水果,8,龍眼,南投縣,中寮鄉,0,-1
水果,8,龍眼,嘉義縣,竹崎鄉,0,-1
水果,8,龍眼,台南市,龍崎區,0,-1
水果,8,龍眼,台南市,六甲區,0,-1
水果,8,龍眼,台南市,東山區,0,-1
水果,8,龍眼,台南市,南化區,0,-1
水果,8,龍眼,台南市,楠西區,0,-1
水果,8,龍眼,高雄市,田寮區,0,-1
水果,8,龍眼,高雄市,內門區,0,-1
水果,8,楊桃,苗栗縣,卓蘭鎮,0,-1
水果,8,楊桃,台南市,楠西區,0,-1
水果,8,楊桃,屏東縣,里港鄉,0,-1
水果,8,高接梨,苗栗縣,卓蘭鎮,0,-1
水果,8,高接梨,苗栗縣,三灣鄉,0,-1
水果,8,高接梨,苗栗縣,大湖鄉,1,-1
水果,8,高接梨,台中市,石岡區,0,-1
水果,8,高接梨,台中市,后里區,0,-1
水果,8,高接梨,台中市,新社區,0,-1
水果,8,高接梨,台中市,東勢區,0,-1
水果,8,高接梨,嘉義縣,竹崎鄉,0,-1
水果,8,高接梨,宜蘭縣,冬山鄉,0,鎘超標
水果,8,高接梨,宜蘭縣,三星鄉,0,-1
水果,8,番石榴,彰化縣,溪州鄉,0,-1
水果,8,番石榴,彰化縣,社頭鄉,0,-1
水果,8,番石榴,台南市,楠西區,0,-1
水果,8,番石榴,台南市,玉井區,0,-1
水果,8,番石榴,高雄市,大社區,0,-1
水果,8,番石榴,高雄市,燕巢區,0,-1
水果,8,番石榴,高雄市,阿蓮區,0,-1
水果,8,文旦柚,苗栗縣,三義鄉,1,-1
水果,8,文旦柚,苗栗縣,西湖鄉,0,-1
水果,8,文旦柚,南投縣,中寮鄉,0,-1
水果,8,文旦柚,南投縣,名間鄉,0,-1
水果,8,文旦柚,雲林縣,斗六市,0,-1
水果,8,文旦柚,嘉義縣,竹崎鄉,0,-1
水果,8,文旦柚,台南市,大內區,0,-1
水果,8,文旦柚,台南市,麻豆區,0,-1
水果,8,文旦柚,台東縣,東河鄉,0,-1
水果,8,文旦柚,花蓮縣,壽豐鄉,0,-1
水果,8,文旦柚,花蓮縣,玉里鎮,0,-1
水果,8,文旦柚,花蓮縣,瑞穗鄉,0,-1
水果,8,文旦柚,花蓮縣,富里鄉,0,-1
水果,8,文旦柚,宜蘭縣,冬山鄉,0,鎘超標
水果,8,檸檬,屏東縣,里港鄉,0,-1
水果,8,檸檬,屏東縣,九如鄉,0,-1
水果,8,檸檬,屏東縣,高樹鄉,0,-1
水果,8,香蕉,南投縣,水里鄉,1,-1
水果,8,香蕉,南投縣,中寮鄉,0,-1
水果,8,香蕉,南投縣,國姓鄉,0,-1
水果,8,香蕉,南投縣,南投市,0,-1
水果,8,香蕉,高雄市,美濃區,0,-1
水果,8,香蕉,高雄市,旗山區,0,-1
水果,8,香蕉,屏東縣,高樹鄉,0,-1
水果,8,香蕉,屏東縣,新埤鄉,0,-1
水果,8,香蕉,屏東縣,里港鄉,0,-1
水果,8,木瓜,南投縣,草屯鎮,0,-1
水果,8,木瓜,雲林縣,林內鄉,0,-1
水果,8,木瓜,嘉義縣,中埔鄉,0,-1
水果,8,木瓜,台南市,大內區,0,-1
水果,8,木瓜,台南市,玉井區,0,-1
水果,8,木瓜,台南市,楠西區,0,-1
水果,8,木瓜,台南市,南化區,0,-1
水果,8,木瓜,高雄市,美濃區,0,-1
水果,8,木瓜,屏東縣,新埤鄉,0,-1
水果,8,木瓜,屏東縣,高樹鄉,0,-1
水果,8,木瓜,屏東縣,萬巒鄉,0,-1
水果,8,木瓜,屏東縣,長治鄉,0,-1
水果,8,鳳梨,彰化縣,芬園鄉,0,-1
水果,8,鳳梨,南投縣,名間鄉,0,-1
水果,8,鳳梨,雲林縣,古坑鄉,0,-1
水果,8,鳳梨,嘉義縣,民雄鄉,0,-1
水果,8,鳳梨,台南市,關廟區,0,-1
水果,8,鳳梨,台南市,山上區,0,-1
水果,8,鳳梨,台南市,新化區,0,-1
水果,8,鳳梨,彰化縣,芬園鄉,0,-1
水果,8,鳳梨,南投縣,名間鄉,0,-1
水果,8,鳳梨,雲林縣,古坑鄉,0,-1
水果,8,鳳梨,嘉義縣,民雄鄉,0,-1
水果,8,鳳梨,台南市,山上區,0,-1
水果,8,鳳梨,台南市,關廟區,0,-1
水果,8,鳳梨,台南市,新化區,0,-1
水果,8,葡萄,苗栗縣,卓蘭鎮,0,-1
水果,8,葡萄,台中市,新社區,0,-1
水果,8,葡萄,台中市,石岡區,0,-1
水果,8,葡萄,台中市,東勢區,0,-1
水果,8,葡萄,台中市,豐原區,0,-1
水果,8,葡萄,彰化縣,員林鎮,0,-1
水果,8,葡萄,彰化縣,埔心鄉,0,-1
水果,8,葡萄,彰化縣,溪湖鎮,0,-1
水果,8,葡萄,彰化縣,大村鄉,0,-1
水果,8,葡萄,南投縣,水里鄉,1,-1
水果,8,葡萄,南投縣,信義鄉,0,-1
水果,8,葡萄,南投縣,竹山鎮,0,-1
水果,8,溫帶梨,台中市,和平區,0,-1
水果,8,溫帶梨,南投縣,仁愛鄉,0,-1
水果,8,柿子,新竹縣,北埔鄉,0,-1
水果,8,柿子,新竹縣,峨眉鄉,0,-1
水果,8,柿子,苗栗縣,公館鄉,0,-1
水果,8,柿子,苗栗縣,大湖鄉,1,-1
水果,8,柿子,台中市,東勢區,0,-1
水果,8,柿子,台中市,新社區,0,-1
水果,8,柿子,台中市,豐原區,0,-1
水果,8,柿子,台中市,后里區,0,-1
水果,8,柿子,嘉義縣,番路鄉,0,-1
水果,8,柿子,新竹縣,北埔鄉,0,-1
水果,8,柿子,新竹縣,峨眉鄉,0,-1
水果,8,柿子,苗栗縣,大湖鄉,1,-1
水果,8,柿子,苗栗縣,公館鄉,0,-1
水果,8,柿子,台中市,豐原區,0,-1
水果,8,柿子,台中市,后里區,0,-1
水果,8,柿子,台中市,新社區,0,-1
水果,8,柿子,台中市,東勢區,0,-1
水果,8,柿子,嘉義縣,番路鄉,0,-1
水果,8,酪梨,台南市,麻豆區,0,-1
水果,8,酪梨,台南市,佳里區,0,-1
水果,8,酪梨,台南市,大內區,0,-1
水果,9,芒果,台南市,南化區,0,-1
水果,9,芒果,台南市,楠西區,0,-1
水果,9,芒果,台南市,玉井區,0,-1
水果,9,芒果,高雄市,六龜區,0,-1
水果,9,楊桃,苗栗縣,卓蘭鎮,0,-1
水果,9,楊桃,台南市,楠西區,0,-1
水果,9,楊桃,屏東縣,里港鄉,0,-1
水果,9,番石榴,彰化縣,社頭鄉,0,-1
水果,9,番石榴,彰化縣,溪州鄉,0,-1
水果,9,番石榴,台南市,楠西區,0,-1
水果,9,番石榴,台南市,玉井區,0,-1
水果,9,番石榴,高雄市,阿蓮區,0,-1
水果,9,番石榴,高雄市,燕巢區,0,-1
水果,9,番石榴,高雄市,大社區,0,-1
水果,9,文旦柚,苗栗縣,西湖鄉,0,-1
水果,9,文旦柚,苗栗縣,三義鄉,1,-1
水果,9,文旦柚,南投縣,名間鄉,0,-1
水果,9,文旦柚,南投縣,中寮鄉,0,-1
水果,9,文旦柚,雲林縣,斗六市,0,-1
水果,9,文旦柚,嘉義縣,竹崎鄉,0,-1
蔬菜,1,青蔥,宜蘭縣,壯圍鄉,0,-1
蔬菜,1,洋蔥,彰化縣,伸港鄉,1,-1
蔬菜,1,洋蔥,彰化縣,大城鄉,0,-1
蔬菜,1,洋蔥,屏東縣,枋山鄉,0,-1
蔬菜,1,洋蔥,屏東縣,恆春鎮,0,-1
蔬菜,1,洋蔥,屏東縣,車城鄉,0,-1
蔬菜,1,菇類,桃園縣,復興鄉,0,-1
蔬菜,1,菇類,台中市,新社區,0,-1
蔬菜,1,菇類,南投縣,埔里鎮,0,-1
蔬菜,1,菇類,南投縣,水里鄉,1,-1
蔬菜,1,菇類,南投縣,魚池鄉,0,-1
蔬菜,1,菇類,南投縣,竹山鎮,0,-1
蔬菜,1,菇類,花蓮縣,富里鄉,0,-1
蔬菜,1,菇類,台中市,霧峰區,0,-1
蔬菜,1,菇類,彰化縣,溪湖鎮,0,-1
蔬菜,1,菇類,南投縣,草屯鎮,0,-1
蔬菜,1,菇類,台中市,新社區,0,-1
蔬菜,1,菇類,台中市,霧峰區,0,-1
蔬菜,1,菇類,彰化縣,埔心鄉,0,-1
蔬菜,1,菇類,彰化縣,大村鄉,0,-1
蔬菜,1,菇類,南投縣,埔里鎮,0,-1
蔬菜,1,菇類,南投縣,魚池鄉,0,-1
蔬菜,1,甘藍,彰化縣,溪湖鎮,0,-1
蔬菜,1,甘藍,彰化縣,竹塘鄉,0,-1
蔬菜,1,甘藍,彰化縣,大城鄉,0,-1
蔬菜,1,甘藍,雲林縣,元長鄉,0,-1
蔬菜,1,甘藍,雲林縣,土庫鎮,0,-1
蔬菜,1,甘藍,雲林縣,褒忠鄉,0,-1
蔬菜,1,甘藍,雲林縣,崙背鄉,0,-1
蔬菜,1,甘藍,雲林縣,水林鄉,0,-1
蔬菜,1,甘藍,雲林縣,四湖鄉,0,-1
蔬菜,1,甘藍,嘉義縣,鹿草鄉,0,-1
蔬菜,1,甘藍,嘉義縣,六腳鄉,0,-1
蔬菜,1,甘藍,嘉義縣,新港鄉,0,-1
蔬菜,1,甘藍,嘉義縣,義竹鄉,1,-1
蔬菜,1,結球白菜,彰化縣,埔心鄉,0,-1
蔬菜,1,結球白菜,彰化縣,溪湖鎮,0,-1
蔬菜,1,結球白菜,彰化縣,埔鹽鄉,0,-1
蔬菜,1,結球白菜,彰化縣,竹塘鄉,0,-1
蔬菜,1,結球白菜,彰化縣,大城鄉,0,-1
蔬菜,1,結球白菜,雲林縣,竹塘鄉,0,-1
蔬菜,1,結球白菜,雲林縣,二崙鄉,0,-1
蔬菜,1,結球白菜,雲林縣,水林鄉,0,-1
蔬菜,1,結球白菜,雲林縣,四湖鄉,0,-1
蔬菜,1,結球白菜,雲林縣,元長鄉,0,-1
蔬菜,1,結球白菜,雲林縣,崙背鄉,0,-1
蔬菜,1,結球白菜,雲林縣,西螺鎮,0,-1
蔬菜,1,結球白菜,雲林縣,土庫鎮,0,-1
蔬菜,1,結球白菜,嘉義縣,新港鄉,0,-1
蔬菜,1,結球白菜,嘉義縣,六腳鄉,0,-1
蔬菜,1,花椰菜,苗栗縣,後龍鎮,0,-1
蔬菜,1,花椰菜,彰化縣,鹿港鎮,0,-1
蔬菜,1,花椰菜,彰化縣,竹塘鄉,0,-1
蔬菜,1,花椰菜,彰化縣,埤頭鄉,0,-1
蔬菜,1,花椰菜,彰化縣,溪湖鎮,0,-1
蔬菜,1,花椰菜,彰化縣,永靖鄉,0,-1
蔬菜,1,花椰菜,彰化縣,大城鄉,0,-1
蔬菜,1,花椰菜,雲林縣,大埤鄉,0,-1
蔬菜,1,花椰菜,雲林縣,西螺鎮,0,-1
蔬菜,1,花椰菜,雲林縣,二崙鄉,0,-1
蔬菜,1,花椰菜,嘉義縣,新港鄉,0,-1
蔬菜,1,花椰菜,嘉義縣,六腳鄉,0,-1
蔬菜,1,花椰菜,台南市,安南區,0,-1
蔬菜,1,花椰菜,高雄市,路竹區,0,-1
蔬菜,1,花椰菜,高雄市,楠梓區,1,-1
蔬菜,1,結球萵苣,彰化縣,埤頭鄉,0,-1
蔬菜,1,結球萵苣,彰化縣,竹塘鄉,0,-1
蔬菜,1,結球萵苣,彰化縣,大城鄉,0,-1
蔬菜,1,結球萵苣,彰化縣,溪湖鎮,0,-1
蔬菜,1,結球萵苣,雲林縣,土庫鎮,0,-1
蔬菜,1,結球萵苣,雲林縣,二崙鄉,0,-1
蔬菜,1,結球萵苣,雲林縣,元長鄉,0,-1
蔬菜,1,結球萵苣,雲林縣,西螺鎮,0,-1
蔬菜,1,結球萵苣,雲林縣,崙背鄉,0,-1
蔬菜,1,蘿蔔,彰化縣,二林鎮,0,-1
蔬菜,1,蘿蔔,彰化縣,芳苑鄉,1,-1
蔬菜,1,蘿蔔,彰化縣,福興鄉,0,-1
蔬菜,1,蘿蔔,南投縣,埔里鎮,0,-1
蔬菜,1,蘿蔔,雲林縣,台西鄉,1,-1
蔬菜,1,蘿蔔,嘉義縣,布袋鎮,0,-1
蔬菜,1,胡蘿蔔,彰化縣,芳苑鄉,1,-1
蔬菜,1,胡蘿蔔,雲林縣,四湖鄉,0,-1
蔬菜,1,胡蘿蔔,雲林縣,東勢鄉,0,-1
蔬菜,1,胡蘿蔔,台南市,佳里區,0,-1
蔬菜,1,胡蘿蔔,台南市,西港區,0,-1
蔬菜,1,胡蘿蔔,台南市,將軍區,0,-1
蔬菜,1,甜瓜,雲林縣,崙背鄉,0,-1
蔬菜,1,甜瓜,台南市,後壁區,1,-1
蔬菜,1,甜瓜,台南市,東山區,0,-1
蔬菜,1,甜瓜,台南市,七股區,0,-1
蔬菜,1,甜瓜,高雄市,路竹區,0,-1
蔬菜,1,胡瓜,苗栗縣,大湖鄉,1,-1
蔬菜,1,胡瓜,高雄市,大寮區,1,-1
蔬菜,1,胡瓜,高雄市,美濃區,0,-1
蔬菜,1,胡瓜,屏東縣,九如鄉,0,-1
蔬菜,1,胡瓜,屏東縣,里港鄉,0,-1
蔬菜,1,胡瓜,屏東縣,高樹鄉,0,-1
蔬菜,1,豌豆,彰化縣,芳苑鄉,1,-1
蔬菜,1,豌豆,彰化縣,二林鎮,0,-1
蔬菜,1,豌豆,彰化縣,竹塘鄉,0,-1
蔬菜,1,甜椒,南投縣,信義鄉,0,-1
蔬菜,1,甜椒,南投縣,仁愛鄉,0,-1
蔬菜,1,甜椒,南投縣,埔里鎮,0,-1
蔬菜,1,甜椒,雲林縣,莿桐鄉,0,-1
蔬菜,1,甜椒,高雄市,美濃區,0,-1
蔬菜,1,甜椒,屏東縣,高樹鄉,0,-1
蔬菜,1,辣椒,彰化縣,芳苑鄉,1,-1
蔬菜,1,辣椒,嘉義縣,新港鄉,0,-1
蔬菜,1,辣椒,高雄市,美濃區,0,-1
蔬菜,1,辣椒,屏東縣,高樹鄉,0,-1
蔬菜,1,辣椒,屏東縣,鹽埔鄉,0,-1
蔬菜,1,辣椒,花蓮縣,鳳林鎮,0,-1
蔬菜,1,番茄,南投縣,信義鄉,0,-1
蔬菜,1,番茄,雲林縣,崙背鄉,0,-1
蔬菜,1,番茄,嘉義縣,民雄鄉,0,-1
蔬菜,1,番茄,嘉義縣,六腳鄉,0,-1
蔬菜,1,番茄,嘉義縣,太保市,1,-1
蔬菜,1,番茄,高雄市,路竹區,0,-1
蔬菜,1,菠菜,台中市,和平區,0,-1
蔬菜,1,菠菜,南投縣,仁愛鄉,0,-1
蔬菜,1,菠菜,雲林縣,西螺鎮,0,-1
蔬菜,1,菠菜,雲林縣,二崙鄉,0,-1
蔬菜,1,菠菜,雲林縣,元長鄉,0,-1
蔬菜,1,芥菜,苗栗縣,西湖鄉,0,-1
蔬菜,1,芥菜,苗栗縣,公館鄉,0,-1
蔬菜,1,芥菜,彰化縣,大城鄉,0,-1
蔬菜,1,芥菜,彰化縣,竹塘鄉,0,-1
蔬菜,1,芥菜,雲林縣,斗南鎮,0,-1
蔬菜,1,芥菜,雲林縣,虎尾鎮,1,-1
蔬菜,1,芥菜,雲林縣,大埤鄉,0,-1
蔬菜,1,芥菜,雲林縣,二崙鄉,0,-1
蔬菜,1,芥菜,雲林縣,西螺鎮,0,-1
蔬菜,1,芥菜,嘉義縣,太保市,1,-1
蔬菜,1,芥菜,嘉義縣,朴子市,0,-1
蔬菜,1,芥菜,嘉義縣,水上鄉,0,-1
蔬菜,1,芥菜,嘉義縣,新港鄉,0,-1
蔬菜,1,芥菜,嘉義縣,民雄鄉,0,-1
蔬菜,1,芥菜,嘉義縣,大林鎮,0,-1
蔬菜,1,芥菜,台南市,下營區,0,-1
蔬菜,1,芥菜,台南市,白河區,0,-1
蔬菜,2,大蒜,彰化縣,伸港鄉,1,-1
蔬菜,2,大蒜,雲林縣,麥寮鄉,1,-1
蔬菜,2,大蒜,雲林縣,東勢鄉,0,-1
蔬菜,2,大蒜,雲林縣,台西鄉,1,-1
蔬菜,2,大蒜,台南市,七股區,0,-1
蔬菜,2,大蒜,台南市,安南區,0,-1
蔬菜,2,青蔥,宜蘭縣,壯圍鄉,0,-1
蔬菜,2,洋蔥,彰化縣,伸港鄉,1,-1
蔬菜,2,洋蔥,彰化縣,大城鄉,0,-1
蔬菜,2,洋蔥,屏東縣,車城鄉,0,-1
蔬菜,2,洋蔥,屏東縣,恆春鎮,0,-1
蔬菜,2,洋蔥,屏東縣,枋山鄉,0,-1
蔬菜,2,菇類,桃園縣,復興鄉,0,-1
蔬菜,2,菇類,台中市,新社區,0,-1
蔬菜,2,菇類,南投縣,魚池鄉,0,-1
蔬菜,2,菇類,南投縣,竹山鎮,0,-1
蔬菜,2,菇類,南投縣,埔里鎮,0,-1
蔬菜,2,菇類,南投縣,水里鄉,1,-1
蔬菜,2,菇類,花蓮縣,富里鄉,0,-1
蔬菜,2,菇類,台中市,霧峰區,0,-1
蔬菜,2,菇類,彰化縣,溪湖鎮,0,-1
蔬菜,2,菇類,南投縣,草屯鎮,0,-1
蔬菜,2,菇類,台中市,新社區,0,-1
蔬菜,2,菇類,台中市,霧峰區,0,-1
蔬菜,2,菇類,彰化縣,埔心鄉,0,-1
蔬菜,2,菇類,彰化縣,大村鄉,0,-1
蔬菜,2,菇類,南投縣,埔里鎮,0,-1
蔬菜,2,菇類,南投縣,魚池鄉,0,-1
蔬菜,2,甘藍,彰化縣,溪湖鎮,0,-1
蔬菜,2,甘藍,彰化縣,竹塘鄉,0,-1
蔬菜,2,甘藍,彰化縣,大城鄉,0,-1
蔬菜,2,甘藍,雲林縣,元長鄉,0,-1
蔬菜,2,甘藍,雲林縣,土庫鎮,0,-1
蔬菜,2,甘藍,雲林縣,褒忠鄉,0,-1
蔬菜,2,甘藍,雲林縣,崙背鄉,0,-1
蔬菜,2,甘藍,雲林縣,四湖鄉,0,-1
蔬菜,2,甘藍,雲林縣,水林鄉,0,-1
蔬菜,2,甘藍,嘉義縣,鹿草鄉,0,-1
蔬菜,2,甘藍,嘉義縣,六腳鄉,0,-1
蔬菜,2,甘藍,嘉義縣,新港鄉,0,-1
蔬菜,2,甘藍,嘉義縣,義竹鄉,1,-1
蔬菜,2,結球白菜,彰化縣,埔心鄉,0,-1
蔬菜,2,結球白菜,彰化縣,溪湖鎮,0,-1
蔬菜,2,結球白菜,彰化縣,埔鹽鄉,0,-1
蔬菜,2,結球白菜,彰化縣,竹塘鄉,0,-1
蔬菜,2,結球白菜,彰化縣,大城鄉,0,-1
蔬菜,2,結球白菜,雲林縣,竹塘鄉,0,-1
蔬菜,2,結球白菜,雲林縣,水林鄉,0,-1
蔬菜,2,結球白菜,雲林縣,二崙鄉,0,-1
蔬菜,2,結球白菜,雲林縣,四湖鄉,0,-1
蔬菜,2,結球白菜,雲林縣,元長鄉,0,-1
蔬菜,2,結球白菜,雲林縣,崙背鄉,0,-1
蔬菜,2,結球白菜,雲林縣,西螺鎮,0,-1
蔬菜,2,結球白菜,雲林縣,土庫鎮,0,-1
蔬菜,2,結球白菜,嘉義縣,新港鄉,0,-1
蔬菜,2,結球白菜,嘉義縣,六腳鄉,0,-1
蔬菜,2,花椰菜,苗栗縣,後龍鎮,0,-1
蔬菜,2,花椰菜,彰化縣,鹿港鎮,0,-1
蔬菜,2,花椰菜,彰化縣,竹塘鄉,0,-1
蔬菜,2,花椰菜,彰化縣,埤頭鄉,0,-1
蔬菜,2,花椰菜,彰化縣,溪湖鎮,0,-1
蔬菜,2,花椰菜,彰化縣,永靖鄉,0,-1
蔬菜,2,花椰菜,彰化縣,大城鄉,0,-1
蔬菜,2,花椰菜,雲林縣,大埤鄉,0,-1
蔬菜,2,花椰菜,雲林縣,西螺鎮,0,-1
蔬菜,2,花椰菜,雲林縣,二崙鄉,0,-1
蔬菜,2,花椰菜,嘉義縣,新港鄉,0,-1
蔬菜,2,花椰菜,嘉義縣,六腳鄉,0,-1
蔬菜,2,花椰菜,台南市,安南區,0,-1
蔬菜,2,花椰菜,高雄市,路竹區,0,-1
蔬菜,2,花椰菜,高雄市,楠梓區,1,-1
蔬菜,2,結球萵苣,彰化縣,埤頭鄉,0,-1
蔬菜,2,結球萵苣,彰化縣,竹塘鄉,0,-1
蔬菜,2,結球萵苣,彰化縣,大城鄉,0,-1
蔬菜,2,結球萵苣,彰化縣,溪湖鎮,0,-1
蔬菜,2,結球萵苣,雲林縣,土庫鎮,0,-1
蔬菜,2,結球萵苣,雲林縣,二崙鄉,0,-1
蔬菜,2,結球萵苣,雲林縣,元長鄉,0,-1
蔬菜,2,結球萵苣,雲林縣,西螺鎮,0,-1
蔬菜,2,結球萵苣,雲林縣,崙背鄉,0,-1
蔬菜,2,蘿蔔,彰化縣,二林鎮,0,-1
蔬菜,2,蘿蔔,彰化縣,芳苑鄉,1,-1
蔬菜,2,蘿蔔,彰化縣,福興鄉,0,-1
蔬菜,2,蘿蔔,南投縣,埔里鎮,0,-1
蔬菜,2,蘿蔔,雲林縣,台西鄉,1,-1
蔬菜,2,蘿蔔,嘉義縣,布袋鎮,0,-1
蔬菜,2,胡蘿蔔,彰化縣,芳苑鄉,1,-1
蔬菜,2,胡蘿蔔,雲林縣,四湖鄉,0,-1
蔬菜,2,胡蘿蔔,雲林縣,東勢鄉,0,-1
蔬菜,2,胡蘿蔔,台南市,佳里區,0,-1
蔬菜,2,胡蘿蔔,台南市,西港區,0,-1
蔬菜,2,胡蘿蔔,台南市,將軍區,0,-1
蔬菜,2,甜瓜,雲林縣,崙背鄉,0,-1
蔬菜,2,甜瓜,台南市,七股區,0,-1
蔬菜,2,甜瓜,台南市,後壁區,1,-1
蔬菜,2,甜瓜,台南市,東山區,0,-1
蔬菜,2,甜瓜,高雄市,路竹區,0,-1
蔬菜,2,胡瓜,苗栗縣,大湖鄉,1,-1
蔬菜,2,胡瓜,高雄市,大寮區,1,-1
蔬菜,2,胡瓜,高雄市,美濃區,0,-1
蔬菜,2,胡瓜,屏東縣,里港鄉,0,-1
蔬菜,2,胡瓜,屏東縣,九如鄉,0,-1
蔬菜,2,胡瓜,屏東縣,高樹鄉,0,-1
蔬菜,2,豌豆,彰化縣,芳苑鄉,1,-1
蔬菜,2,豌豆,彰化縣,二林鎮,0,-1
蔬菜,2,豌豆,彰化縣,竹塘鄉,0,-1
蔬菜,2,毛豆,彰化縣,芳苑鄉,1,-1
蔬菜,2,毛豆,彰化縣,大城鄉,0,-1
蔬菜,2,毛豆,雲林縣,東勢鄉,0,-1
蔬菜,2,毛豆,雲林縣,四湖鄉,0,-1
蔬菜,2,毛豆,雲林縣,元長鄉,0,-1
蔬菜,2,毛豆,屏東縣,鹽埔鄉,0,-1
蔬菜,2,甜椒,南投縣,信義鄉,0,-1
蔬菜,2,甜椒,南投縣,仁愛鄉,0,-1
蔬菜,2,甜椒,南投縣,埔里鎮,0,-1
蔬菜,2,甜椒,雲林縣,莿桐鄉,0,-1
蔬菜,2,甜椒,高雄市,美濃區,0,-1
蔬菜,2,甜椒,屏東縣,高樹鄉,0,-1
蔬菜,2,辣椒,彰化縣,芳苑鄉,1,-1
蔬菜,2,辣椒,嘉義縣,新港鄉,0,-1
蔬菜,2,辣椒,高雄市,美濃區,0,-1
蔬菜,2,辣椒,屏東縣,鹽埔鄉,0,-1
蔬菜,2,辣椒,屏東縣,高樹鄉,0,-1
蔬菜,2,辣椒,花蓮縣,鳳林鎮,0,-1
蔬菜,2,番茄,南投縣,信義鄉,0,-1
蔬菜,2,番茄,雲林縣,崙背鄉,0,-1
蔬菜,2,番茄,嘉義縣,民雄鄉,0,-1
蔬菜,2,番茄,嘉義縣,六腳鄉,0,-1
蔬菜,2,番茄,嘉義縣,太保市,1,-1
蔬菜,2,番茄,高雄市,路竹區,0,-1
蔬菜,2,菠菜,台中市,和平區,0,-1
蔬菜,2,菠菜,南投縣,仁愛鄉,0,-1
蔬菜,2,菠菜,雲林縣,西螺鎮,0,-1
蔬菜,2,菠菜,雲林縣,二崙鄉,0,-1
蔬菜,2,菠菜,雲林縣,元長鄉,0,-1
蔬菜,2,芥菜,苗栗縣,公館鄉,0,-1
蔬菜,2,芥菜,苗栗縣,西湖鄉,0,-1
蔬菜,2,芥菜,彰化縣,大城鄉,0,-1
蔬菜,2,芥菜,彰化縣,竹塘鄉,0,-1
蔬菜,2,芥菜,雲林縣,斗南鎮,0,-1
蔬菜,2,芥菜,雲林縣,大埤鄉,0,-1
蔬菜,2,芥菜,雲林縣,虎尾鎮,1,-1
蔬菜,2,芥菜,雲林縣,二崙鄉,0,-1
蔬菜,2,芥菜,雲林縣,西螺鎮,0,-1
蔬菜,2,芥菜,嘉義縣,太保市,1,-1
蔬菜,2,芥菜,嘉義縣,朴子市,0,-1
蔬菜,2,芥菜,嘉義縣,水上鄉,0,-1
蔬菜,2,芥菜,嘉義縣,民雄鄉,0,-1
蔬菜,2,芥菜,嘉義縣,新港鄉,0,-1
蔬菜,2,芥菜,嘉義縣,大林鎮,0,-1
蔬菜,2,芥菜,台南市,白河區,0,-1
蔬菜,2,芥菜,台南市,下營區,0,-1
蔬菜,3,大蒜,彰化縣,伸港鄉,1,-1
蔬菜,3,大蒜,雲林縣,麥寮鄉,1,-1
蔬菜,3,大蒜,雲林縣,東勢鄉,0,-1
蔬菜,3,大蒜,雲林縣,台西鄉,1,-1
蔬菜,3,大蒜,台南市,七股區,0,-1
蔬菜,3,大蒜,台南市,安南區,0,-1
蔬菜,3,大蒜,雲林縣,麥寮鄉,1,-1
蔬菜,3,大蒜,雲林縣,莿桐鄉,0,-1
蔬菜,3,大蒜,雲林縣,北港鎮,0,-1
蔬菜,3,大蒜,雲林縣,水林鄉,0,-1
蔬菜,3,大蒜,雲林縣,元長鄉,0,-1
蔬菜,3,大蒜,雲林縣,四湖鄉,0,-1
蔬菜,3,大蒜,雲林縣,虎尾鎮,1,-1
蔬菜,3,大蒜,雲林縣,土庫鎮,0,-1
蔬菜,3,青蔥,宜蘭縣,壯圍鄉,0,-1
蔬菜,3,洋蔥,彰化縣,伸港鄉,1,-1
